addr1,addr2,areacode,booktour,cat1,cat2,cat3,contentid,contenttypeid,createdtime,firstimage,firstimage2,cpyrhtDivCd,mapx,mapy,mlevel,modifiedtime,sigungucode,tel,title,zipcode
강원특별자치도 강릉시 강동면 염전길 171,,32,0,A01,A0101,A01011200,585591,12,20080711020208,,,,128.9833647850,37.7418437370,6,20231214162321,1,,염전해변,25620
충청남도 아산시 염치읍 동정길 159-4,,34,0,A01,A0101,A01011800,2758507,12,20211019013254,http://tong.visitkorea.or.kr/cms/resource/00/2758600_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/00/2758600_image2_1.jpg,Type3,126.9930152978,36.8260513036,6,20230209172141,9,,염치저수지,31444
전라남도 고흥군 봉래면 우주로 3949,,38,0,B02,B0201,B02011000,129098,12,20060630090000,,,,127.4930862559,34.4223270909,6,20230925173606,2,,염포마을,59570
전라남도 고흥군 봉래면 산골길 1-30,,38,0,A01,A0101,A01011400,2760798,12,20211021230056,,,,127.4910169591,34.4236907923,6,20231102093108,2,,염포항(중촌방파제),59570
전남 고흥군 봉래면 외초리,,38,0,A01,A0101,A01011200,1623658,12,20120507185214,http://tong.visitkorea.or.kr/cms/resource/68/1606668_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/68/1606668_image3_1.jpg,Type3,127.4930388032,34.4318176967,6,20230925122542,2,,염포해수욕장,"548-944,11"
경기도 시흥시 영각사길 52,(군자동),31,0,A02,A0201,A02010800,2751476,12,20210930003829,,,,126.7987404794,37.3574780940,6,20221226132656,14,,영각사,14997
경상남도 함양군 서상면 덕유월성로 567,,36,0,A02,A0201,A02010800,337514,12,20071218201226,,,,127.6795580525,35.7465368636,6,20231114142655,20,,영각사(함양),50000
전라남도 영광군 군남면 동간길2길 83-1,,38,,A02,A0201,A02010400,3025473,12,20231010151214,http://tong.visitkorea.or.kr/cms/resource/63/3025463_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/63/3025463_image3_1.jpg,Type3,126.4743195667,35.2408873698,6,20231026101223,16,,영광 매간당고택,57060
전라남도 영광군 법성면 법성리 821-1,,38,0,A01,A0101,A01010400,129220,12,20060907090000,http://tong.visitkorea.or.kr/cms/resource/40/195140_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/40/195140_image3_1.jpg,Type3,126.4341255757,35.3668863124,6,20231204154221,16,,영광 법성진 숲쟁이,57011
전라남도 영광군 홍농읍 홍농로 708-28,,38,0,A02,A0201,A02010700,129221,12,20060908090000,http://tong.visitkorea.or.kr/cms/resource/00/190300_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/00/190300_image3_1.jpg,Type3,126.4448205048,35.4208859194,6,20231204163523,16,,영광 성산리지석묘군,57003
전라남도 영광군 군남면 육창로1길 50-1,,38,0,A02,A0203,A02030100,1939446,12,20140806203042,,,,126.4344547522,35.1965750576,6,20231031114830,16,,영광 용암마을,57061
전라남도 영광군 백수읍,,38,0,A02,A0205,A02050100,2703759,12,20210114011611,,,,126.4193352840,35.3644807837,6,20231122105933,16,,영광대교,57025
전라남도 영광군 법성면 진내리,,38,0,A02,A0201,A02010200,129219,12,20060907090000,,,,126.4425998711,35.3648922351,6,20231031113427,16,,영광법성진성,57009
전라남도 영광군 불갑면 금계리,629-4,38,,A02,A0202,A02020600,3025437,12,20231011174845,http://tong.visitkorea.or.kr/cms/resource/26/3025426_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/26/3025426_image3_1.jpg,Type3,126.5286125852,35.2159883142,6,20231026100147,16,,영광불갑테마공원,57058
전북 순창군 쌍치면 둔전리,산 6,37,0,A02,A0201,A02010700,1611841,12,20120424192334,,,,126.9733552303,35.4860818889,6,20231211170531,7,,영광정,"595-893,1"
전라남도 영광군 백수읍 해안로 847-8,,38,0,A02,A0201,A02010700,129222,12,20060911090000,http://tong.visitkorea.or.kr/cms/resource/49/195349_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/49/195349_image3_1.jpg,Type3,126.3889301400,35.3448880560,6,20231204155122,16,,영광정유재란열부순절지,57025
전라남도 영광군 염산면 송암리,,38,,A02,A0204,A02040400,3019001,12,20231010162718,,,,126.3446587730,35.2444237096,6,20231010180935,16,,영광풍력발전단지,57067
전라남도 영광군 영광읍 향교길 32,,38,0,A02,A0201,A02010700,1954943,12,20141010182330,,,,126.5200369171,35.2737482985,6,20231204161832,16,,영광향교,57051
충청남도 아산시 온천대로 1459,,34,0,A02,A0205,A02050200,1627049,12,20120510192049,http://tong.visitkorea.or.kr/cms/resource/61/1601461_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/61/1601461_image3_1.jpg,Type3,126.9995908783,36.7830397075,6,20231207151443,9,,영괴대,31507
경기도 파주시 적성면 구읍리,112-1,31,,A02,A0202,A02020700,3023528,12,20231024121231,http://tong.visitkorea.or.kr/cms/resource/15/3023515_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/15/3023515_image3_1.jpg,Type3,126.9338808878,37.9474396293,6,20231024122702,27,,영국군 설마리전투 추모공원,10805
충청북도 영동군 양산면 영국동길 225-35,(양산면),33,0,A02,A0201,A02010800,337518,12,20071218231343,http://tong.visitkorea.or.kr/cms/resource/44/3059844_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/44/3059844_image3_1.JPG,Type3,127.6104836756,36.1581304898,6,20231205155549,4,,영국사(영동),29160
전라남도 곡성군 겸면 현정길 49-23,(겸면),38,0,A02,A0201,A02010700,1957431,12,20141017232333,http://tong.visitkorea.or.kr/cms/resource/68/2816868_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/68/2816868_image2_1.jpg,Type1,127.1654219322,35.2535059374,6,20230926174658,3,,영귀서원,57516
강원특별자치도 속초시 동명항길 35,(동명동),32,0,A01,A0101,A01011100,125779,12,20031014090000,http://tong.visitkorea.or.kr/cms/resource/96/2716496_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/96/2716496_image3_1.jpg,Type3,128.6018124235,38.2119511995,6,20231023182956,5,,영금정,24824
강원특별자치도 속초시 영랑해안길 18 (동명동),,32,,A01,A0101,A01010500,3041483,12,20231116121027,http://tong.visitkorea.or.kr/cms/resource/63/3041463_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/63/3041463_image3_1.jpg,Type3,128.6011596682,38.2131260499,6,20231116121043,5,,영금정갯바위,24811
울산광역시 울주군 상북면 알프스온천5길 103-8,(영남알프스 복합웰컴센터),7,0,A01,A0101,A01010400,2524188,12,20171221235436,,,,129.0676299774,35.5563585902,6,20230922144114,5,,영남 알프스,44952
충청남도 천안시 동남구 충절로 410,(삼룡동),34,0,A02,A0201,A02010700,126987,12,20030404090000,http://tong.visitkorea.or.kr/cms/resource/30/2519730_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/30/2519730_image2_1.jpg,Type3,127.1691533452,36.7840564806,6,20230703155106,12,,영남루(천안),31072
울산광역시 울주군 상북면 알프스온천5길 103-8,,7,0,A02,A0203,A02030400,2674942,12,20201007041640,http://tong.visitkorea.or.kr/cms/resource/36/2674936_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/36/2674936_image2_1.jpg,Type3,129.0680104958,35.5564946930,6,20230922144810,5,052-204-9231,영남알프스 복합웰컴센터,44952
경상남도 밀양시 산내면 얼음골로 241,,36,0,A02,A0203,A02030400,2629010,12,20191023002944,,,,128.9869974046,35.5827818909,6,20230717175419,7,,영남알프스 얼음골케이블카,50415
전라남도 고흥군 영남면 용바위길 22,,38,0,A01,A0102,A01020200,2782706,12,20211129201859,http://tong.visitkorea.or.kr/cms/resource/66/2788866_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/66/2788866_image2_1.jpg,Type3,127.5068030066,34.5940747981,6,20231205172424,2,,영남용바위,59521
대구광역시 수성구 팔현길 248,,4,0,A02,A0201,A02010200,1614023,12,20120425204502,http://tong.visitkorea.or.kr/cms/resource/30/2494030_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/30/2494030_image2_1.jpg,Type3,128.6582347697,35.8754399732,6,20231106145251,7,,영남제일관,42064
경기도 용인시 처인구 이동읍 이원로601번길 36,,31,0,A02,A0203,A02030100,2717420,12,20210517222146,,,,127.2523074982,37.1644002149,,20231115151721,23,031-333-1757,영농조합 장촌마을,17132
경상북도 영덕군 영해면 사진리,,35,0,A01,A0101,A01011100,2614522,12,20190808002942,http://tong.visitkorea.or.kr/cms/resource/17/2614517_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/17/2614517_image2_1.bmp,Type3,129.4438414174,36.5192984517,6,20230802191623,12,,영덕 대부정합 (경북 동해안 국가지질공원),36417
경상북도 영덕군 축산면 도곡리 산 20,,35,0,A02,A0201,A02010200,252545,12,20071031090000,,,,129.4318980645,36.5180372527,6,20220608174515,12,,영덕 대소산 봉수대,36421
경상북도 영덕군 창수면 장육사길 353,,35,0,A02,A0201,A02010700,128720,12,20051227090000,,,,129.3220081939,36.5973566567,6,20231124142744,12,,영덕 안동권씨 옥천재사,36402
경상북도 영덕군 강구면 금진리,,35,0,A01,A0101,A01010500,2616062,12,20190820013746,,,,129.4003273021,36.3749390171,6,20230209160954,12,,영덕 해안도로 드라이브,36453
경상북도 영덕군 영덕읍 창포리,,35,0,A01,A0101,A01011100,2614528,12,20190808004143,http://tong.visitkorea.or.kr/cms/resource/23/2614523_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/23/2614523_image2_1.bmp,Type3,129.4346561320,36.4250450990,6,20230203111511,12,,영덕 화강섬록암 해안 (경북 동해안 국가지질공원),36425
"경상북도 영덕군 강구면 영덕대게로 (55, 강구면노인회)",,35,0,B02,B0201,B02011000,969044,12,20100306015633,http://tong.visitkorea.or.kr/cms/resource/97/3014897_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/97/3014897_image3_1.jpg,Type1,129.3847180103,36.3598515409,6,20230925115317,12,054-730-6682,영덕대게보존마을,36454
경기도 용인시 기흥구 흥덕1로 43,(영덕동),31,0,A02,A0202,A02020700,2732172,12,20210809201902,http://tong.visitkorea.or.kr/cms/resource/36/2774136_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/36/2774136_image2_1.jpg,Type3,127.0669629322,37.2722371938,6,20221226143020,23,,영덕레스피아,16954
경상북도 영덕군 삼화2길 18,,35,,A01,A0101,A01010700,2997710,12,20230814174020,,,,129.3320730866,36.4394387085,6,20230828181226,12,,영덕복사꽃마을,36445
경상북도 영덕군 영덕읍 창포리,,35,0,A02,A0206,A02060300,128718,12,20051227090000,http://tong.visitkorea.or.kr/cms/resource/02/1968202_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/02/1968202_image3_1.jpg,Type3,129.4176132816,36.4219312349,6,20230322111332,12,,영덕조각공원,36427
경북 영덕군 영덕읍 창포리,산70 일원,35,0,A02,A0204,A02040400,128765,12,20060125090000,,,,129.4167328924,36.4189260036,6,20230911202529,12,,영덕풍력발전단지,"766-805,4"
경상북도 영덕군 영덕읍 영덕대게로 968,,35,0,A02,A0202,A02020700,127710,12,20031222090000,http://tong.visitkorea.or.kr/cms/resource/09/2043609_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/09/2043609_image3_1.jpg,Type3,129.4330813563,36.4221481757,6,20230329142607,12,,영덕해맞이공원,36425
경상북도 영덕군 영덕읍 화개서길 15,(영덕읍),35,0,A02,A0201,A02010700,1955053,12,20141010221439,,,,129.3660846496,36.4165641848,6,20230228162508,12,,영덕향교,36429
부산광역시 영도구 전망로 181,,6,0,A01,A0101,A01011600,129157,12,20060719090000,,,,129.0923639479,35.0523933666,6,20231106144622,14,,영도 등대,49127
부산광역시 영도구 와치로 36,(청학동),6,0,A02,A0205,A02050600,2675032,12,20201007052400,,,,129.0600713277,35.0883915225,6,20231106145510,14,,영도 청학배수지 전망대,49086
부산광역시 영도구 절영로 321,(동삼동),6,0,A02,A0205,A02050600,2740063,12,20210906193819,http://tong.visitkorea.or.kr/cms/resource/05/2740605_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/05/2740605_image2_1.jpg,Type3,129.0548555626,35.0719627089,6,20231123095826,14,,영도 하늘전망대,49113
부산 영도구 영선동4가 1044-6,,6,0,A02,A0205,A02050500,2606221,12,20190613010435,http://tong.visitkorea.or.kr/cms/resource/89/2611589_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/89/2611589_image2_1.jpg,Type3,129.0453201165,35.0779590845,6,20230717173853,14,,영도 흰여울해안터널,
부산광역시 영도구 태종로 46,(대교동1가),6,0,A02,A0205,A02050100,129197,12,20060811090000,,,,129.0367343133,35.0940710125,6,20231106142355,14,,영도대교,49042
부산광역시 영도구 함지로79번길 6 (동삼동),,6,,A02,A0202,A02020700,3017488,12,20231004135854,http://tong.visitkorea.or.kr/cms/resource/84/3017484_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/84/3017484_image3_1.JPG,Type3,129.0653573752,35.0738765773,6,20231004140006,14,,영도어울림문화공원,49114
충청북도 영동군 황간면 남성리,,33,0,A02,A0201,A02010700,252584,12,20071102090000,http://tong.visitkorea.or.kr/cms/resource/86/764586_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/86/764586_image3_1.jpg,Type3,127.9165906304,36.2279530282,6,20230414093319,4,,영동 가학루,29115
충청북도 영동군 심천면 국악로1길 33,(심천면),33,0,A02,A0203,A02030200,2020734,12,20150724015117,,,,127.7022962723,36.2113232872,6,20230706103849,4,,영동 국악체험촌,29106
충청북도 영동군 학산면 모리1길 38,,33,0,A02,A0203,A02030100,128338,12,20050314090000,,,,127.6476399545,36.1118947565,6,20231205103600,4,,영동 금강모치마을,29164
충청북도 영동군 심천면 국악로 13-34,(심천면),33,0,A02,A0201,A02010700,125985,12,20020513090000,http://tong.visitkorea.or.kr/cms/resource/65/764665_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/65/764665_image3_1.jpg,Type3,127.7039100430,36.2103817565,6,20231205182605,4,,영동 난계사,29106
충청북도 영동군 양산면 원당리,424-8,33,0,A02,A0201,A02010700,798535,12,20090907193131,http://tong.visitkorea.or.kr/cms/resource/72/764672_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/72/764672_image3_1.jpg,Type3,127.6801423783,36.1207221090,6,20231209165324,4,,영동 덕수이씨 육세팔효정문,29163
충청북도 영동군 영동읍 매천리,"매천리, 산익리 일원",33,,A02,A0203,A02030400,3061805,12,20231207105634,http://tong.visitkorea.or.kr/cms/resource/90/3061790_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/90/3061790_image3_1.jpg,Type3,127.7855013194,36.1621692737,6,20231207105701,4,,영동 레인보우 힐링 관광지,29142
충청북도 영동군 양산면 수두2길 2,,33,0,A02,A0203,A02030100,762760,12,20090707183722,http://tong.visitkorea.or.kr/cms/resource/21/3060021_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/21/3060021_image3_1.JPG,Type3,127.6600050222,36.1302789938,6,20231205162445,4,,영동 비단강숲마을,29161
충청북도 영동군 매곡면 민주지산로 3759-13,,33,0,A02,A0201,A02010700,252592,12,20071105090000,http://tong.visitkorea.or.kr/cms/resource/51/764751_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/51/764751_image3_1.jpg,Type3,127.9304122432,36.2054502878,6,20231209165533,4,,영동 사로당,29121
충청북도 영동군 상촌면 임산3길 28-13,(상촌면),33,0,A02,A0201,A02010700,252594,12,20071105090000,http://tong.visitkorea.or.kr/cms/resource/85/764885_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/85/764885_image3_1.jpg,Type3,127.9113821720,36.1483370068,6,20231205110352,4,,영동 삼괴당,29123
충청북도 영동군 학산면 미촌길 67-11,,33,0,A02,A0201,A02010400,1626791,12,20120510024954,http://tong.visitkorea.or.kr/cms/resource/12/1596712_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/12/1596712_image3_1.jpg,Type3,127.7104646616,36.1213975743,6,20231205111220,4,,영동 성위제가옥,29167
충청북도 영동군 매곡면 내오곡길 94-97,(매곡면),33,0,A02,A0201,A02010700,798675,12,20090907195817,http://tong.visitkorea.or.kr/cms/resource/89/2517789_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/89/2517789_image2_1.jpg,Type3,127.9422619134,36.1791757185,6,20231130144958,4,,영동 세천재,29122
충청북도 영동군 상촌면 관기길 16-5,,33,0,A02,A0201,A02010700,252591,12,20071105090000,http://tong.visitkorea.or.kr/cms/resource/77/764977_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/77/764977_image3_1.jpg,Type3,127.9167344070,36.1507951564,6,20231205110923,4,,영동 영모재,29123
충청북도 영동군 영동읍 영동힐링로 30,,33,0,A02,A0204,A02040600,2633949,12,20191107224944,http://tong.visitkorea.or.kr/cms/resource/84/2615684_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/84/2615684_image3_1.jpg,Type3,127.7842958945,36.1613110165,6,20231213105527,4,,영동 와인터널,29151
충청북도 영동군 추풍령면 사부리,산29-6,33,0,A02,A0205,A02050200,252590,12,20071102090000,http://tong.visitkorea.or.kr/cms/resource/87/765087_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/87/765087_image3_1.jpg,Type3,127.9776689064,36.2143862370,6,20231205112706,4,,영동 추풍령 전적 및 장지현 순절비,29117
충청북도 영동군 황간면 원촌동1길 48,(황간면),33,0,A02,A0201,A02010700,798870,12,20090907224401,http://tong.visitkorea.or.kr/cms/resource/16/1596716_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/16/1596716_image3_1.jpg,Type3,127.8921954085,36.2341074408,6,20231205102454,4,,영동 한천정사,29112
충청북도 영동군 상촌면 하도대3안길 33-18,(상촌면),33,0,A02,A0201,A02010700,798759,12,20090907202926,http://tong.visitkorea.or.kr/cms/resource/89/764889_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/89/764889_image3_1.jpg,Type3,127.8954061893,36.1346854950,6,20231205112924,4,,영동 화수루,29125
충청북도 영동군 매곡면 내동1길 42,(매곡면),33,0,A02,A0201,A02010700,798925,12,20090907231416,http://tong.visitkorea.or.kr/cms/resource/95/2517795_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/95/2517795_image2_1.jpg,Type3,127.9267764397,36.2060196017,6,20230901101122,4,,영동 흥학당,29121
충청북도 영동군 영동읍 금동로4길 9-9,(영동읍),33,0,A02,A0201,A02010400,1626784,12,20120510024432,http://tong.visitkorea.or.kr/cms/resource/06/1596706_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/06/1596706_image3_1.jpg,Type3,127.7763377399,36.1806919984,6,20231205112123,4,,영동규당고택,29138
충청북도 영동군 양강면 괴목1길 13-5,(양강면),33,0,A02,A0201,A02010400,798830,12,20090907222349,http://tong.visitkorea.or.kr/cms/resource/74/2517774_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/74/2517774_image2_1.jpg,Type3,127.7545265459,36.1530697547,6,20231113174604,4,,영동김참판고택(김선조가옥),29155
경기도 광주시 퇴촌면 영동길 38,,31,0,A02,A0203,A02030100,612352,12,20080820224658,http://tong.visitkorea.or.kr/cms/resource/56/2481956_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/56/2481956_image2_1.jpg,Type3,127.3806482268,37.4728834982,6,20230327104823,5,,영동리 토속음식마을,12712
충청북도 영동군 양산면 호탄길 53-23,,33,0,A02,A0204,A02040600,2609175,12,20190703200447,http://tong.visitkorea.or.kr/cms/resource/56/2609156_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/56/2609156_image3_1.jpg,Type3,127.6374041956,36.1325033363,6,20231205104909,4,,영동블루와인농원,29160
충청북도 영동군 심천면 초강로6길 26,,33,0,A02,A0201,A02010400,1626773,12,20120510023137,,,,127.7126812717,36.2181699146,6,20231205103921,4,,영동소석고택,29104
충청북도 영동군 영동읍 부용리 372 영동향교,,33,0,A02,A0201,A02010700,252595,12,20071105090000,http://tong.visitkorea.or.kr/cms/resource/40/764940_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/40/764940_image3_1.jpg,Type3,127.7701078652,36.1760424161,6,20231209161214,4,,영동향교,29149
전라북도 익산시 궁동로 57,,37,0,A02,A0201,A02010700,1583102,12,20120329020546,,,,126.9777314118,35.9626916643,6,20231213173804,9,,영등동 유적,54541
서울특별시 영등포구 신길로 200-20,(신길동),1,0,A02,A0203,A02030600,749355,12,20090608193507,http://tong.visitkorea.or.kr/cms/resource/24/2530724_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/24/2530724_image2_1.jpg,Type3,126.9115453697,37.5105456646,6,20230612133152,20,,영등포 신길동 홍어거리,07347
서울특별시 영등포구 신길로 275,(영등포동),1,0,A02,A0202,A02020700,1603237,12,20120416205302,http://tong.visitkorea.or.kr/cms/resource/51/1567951_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/51/1567951_image3_1.jpg,Type3,126.9108425219,37.5153173200,6,20231205160914,20,,영등포근린공원,07307
충청남도 당진시 고대면 진관로 142-52,,34,0,A02,A0201,A02010800,337519,12,20071218231752,http://tong.visitkorea.or.kr/cms/resource/88/2401988_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/88/2401988_image2_1.jpg,Type3,126.5943795509,36.9125232341,6,20230811162400,4,,영랑사(당진),31793
강원특별자치도 속초시 영랑호반길 140,(금호동),32,0,A01,A0101,A01011700,127565,12,20031014090000,http://tong.visitkorea.or.kr/cms/resource/21/2728521_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/21/2728521_image3_1.jpg,Type3,128.5807503766,38.2142227476,6,20230714142854,5,,영랑호,24806
강원특별자치도 속초시 영랑호반길 329-1,(장사동),32,0,A02,A0202,A02020700,2788935,12,20211208190042,http://tong.visitkorea.or.kr/cms/resource/88/2792788_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/88/2792788_image2_1.jpg,Type3,128.5698319150,38.2145391649,6,20230703083904,5,,영랑호 설화공원,24805
강원특별자치도 속초시 영랑호반길 329-1,(장사동),32,0,A01,A0101,A01010500,2713187,12,20210406221300,http://tong.visitkorea.or.kr/cms/resource/50/2733250_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/50/2733250_image3_1.jpg,Type3,128.5698319150,38.2145391649,,20230703164158,5,,영랑호 습지생태공원,24805
경상북도 영덕군 병곡면 고래불로 330,,35,0,A01,A0101,A01011200,2756138,12,20211013191528,,,,129.4091839521,36.5929893951,6,20230418094748,12,,영리해수욕장,36404
경상북도 칠곡군 북삼읍 금오동천로 84,(북삼읍),35,0,A02,A0201,A02010800,337520,12,20071218232120,http://tong.visitkorea.or.kr/cms/resource/10/1968210_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/10/1968210_image3_1.jpg,Type3,128.3016998964,36.0636009652,6,20231208150956,22,,영명사(칠곡),39800
강원특별자치도 영월군 영월읍 영모전길 148,,32,0,A02,A0201,A02010700,250296,12,20071019090000,,,,128.4690332621,37.1899697232,6,20230703144654,8,,영모전,26227
전라북도 진안군 백운면,,37,0,A02,A0201,A02010700,127009,12,20020612090000,http://tong.visitkorea.or.kr/cms/resource/81/1605781_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/81/1605781_image3_1.jpg,Type3,127.4172822163,35.7118639562,6,20231205175107,14,,영모정,55452
충청남도 태안군 고남면 월고지길 55,,34,0,A01,A0101,A01011400,128956,12,20060426090000,http://tong.visitkorea.or.kr/cms/resource/60/1811960_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/60/1811960_image3_1.jpg,Type3,126.4267138560,36.3996599727,6,20231208163556,14,,영목항,32172
충청남도 태안군 고남면 안면대로 4506,,34,,A02,A0205,A02050600,3065238,12,20231211113116,http://tong.visitkorea.or.kr/cms/resource/33/3065233_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/33/3065233_image3_1.jpg,Type3,126.4220086657,36.4019068566,6,20231211113135,14,,영목항 전망대,32172
부산광역시 영도구 벚꽃길 75 영도 조내기 고구마 역사기념관,,6,,A02,A0203,A02030400,2997278,12,20230807152434,http://tong.visitkorea.or.kr/cms/resource/66/2972466_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/66/2972466_image3_1.jpg,Type1,129.0583548936,35.0853307223,6,20230807152446,14,,영바이브,49087
전라남도 화순군 능주면 학포로 1922-53,(능주면),38,0,A02,A0201,A02010700,126979,12,20020513090000,http://tong.visitkorea.or.kr/cms/resource/57/186157_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/57/186157_image3_1.jpg,Type3,126.9649850688,34.9932791089,6,20230422231647,24,,영벽정,58153
경기도 이천시 마장면 서이천로 481-77,,31,0,A02,A0201,A02010800,127028,12,20030228090000,http://tong.visitkorea.or.kr/cms/resource/76/3060476_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/76/3060476_image3_1.jpg,Type3,127.3966637745,37.2665243499,6,20231206111307,26,,영보사,17384
전라남도 영암군 덕진면 영보정길 10-8,,38,0,A02,A0201,A02010700,319706,12,20071208003123,http://tong.visitkorea.or.kr/cms/resource/41/1007441_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/41/1007441_image3_1.jpg,Type3,126.7325873757,34.8298436190,6,20230823144925,17,,영보정,58410
경상남도 거창군 남하면 무릉2길 34,(남하면),36,0,A02,A0201,A02010700,1578643,12,20120327020503,,,,127.9455728075,35.6654480080,6,20231205144141,2,,영빈서원,50123
광주광역시 광산구 명곡길 170-30,(명도동),5,0,A02,A0201,A02010700,1622537,12,20120504205438,http://tong.visitkorea.or.kr/cms/resource/84/1587284_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/84/1587284_image3_1.jpg,Type3,126.7032198592,35.1946380905,6,20231031160123,1,,영사재,62404
전라남도 담양군 수북면 개동신기길,,38,0,A01,A0101,A01011800,1623794,12,20120507202926,http://tong.visitkorea.or.kr/cms/resource/53/2654753_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/53/2654753_image3_1.jpg,Type3,126.9472239597,35.2772856399,6,20231207155337,7,,영산강,57325
광주광역시 서구 서창둑길 377,(영산강 자전거길 안내센터),5,0,A01,A0101,A01010500,2675030,12,20201007052714,http://tong.visitkorea.or.kr/cms/resource/23/2675023_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/23/2675023_image2_1.JPG,Type3,126.8287545923,35.1384632138,6,20231031155354,5,,영산강 자전거길,62076
전라남도 나주시 등대길 80,(영산동),38,0,A02,A0203,A02030400,2603506,12,20190528025645,,,,126.7074964551,35.0027431654,6,20231006104202,6,,영산강 황포돛배,58266
전라남도 나주시 삼영동,,38,,A02,A0202,A02020700,3006587,12,20230901111901,http://tong.visitkorea.or.kr/cms/resource/83/3006583_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/83/3006583_image3_1.jpg,Type3,126.7052105767,35.0015043783,6,20230905190428,6,,영산강둔치체육공원,58263
광주광역시 남구 승촌보길 90,(승촌동),5,0,A02,A0204,A02040800,2554189,12,20180718195229,http://tong.visitkorea.or.kr/cms/resource/48/3032248_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/48/3032248_image3_1.jpg,Type3,126.7611568167,35.0659535982,,20231108145255,2,,영산강문화관,61759
전라남도 신안군 흑산면 영산길 21,,38,0,A01,A0101,A01011300,1560382,12,20120228225946,http://tong.visitkorea.or.kr/cms/resource/49/1585349_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/49/1585349_image3_1.jpg,Type3,125.4666146851,34.6519487826,6,20230926155323,12,,영산도,58863
