addr1,addr2,areacode,booktour,cat1,cat2,cat3,contentid,contenttypeid,createdtime,firstimage,firstimage2,cpyrhtDivCd,mapx,mapy,mlevel,modifiedtime,sigungucode,tel,title,zipcode
서울특별시 중구 세종대로22길 16,,1,,B02,B0201,B02010100,142740,32,20030806090000,http://tong.visitkorea.or.kr/cms/resource/37/2534437_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/37/2534437_image2_1.jpg,Type3,126.9781960083,37.5679762959,6,20230705143136,24,02-735-8800,뉴서울호텔,04520
강원특별자치도 속초시 설악산로836번길 6,,32,,B02,B0201,B02010700,658582,32,20081128001346,http://tong.visitkorea.or.kr/cms/resource/37/2531937_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/37/2531937_image3_1.jpg,Type3,128.5171325821,38.1684962792,6,20230702112752,5,033-637-2239,뉴스타트설악리조트[한국관광 품질인증/Korea Quality],24903
강원특별자치도 횡성군 둔내면 두원길 15-9,,32,,B02,B0201,B02010900,139054,32,20061218090000,http://tong.visitkorea.or.kr/cms/resource/18/1815518_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/18/1815518_image3_1.jpg,Type3,128.2436361227,37.4961773648,6,20230702182330,18,033-344-3579,뉴월드,25263
서울특별시 중구 을지로38길 20,(을지로5가),1,,B02,B0201,B02010100,142763,32,20031226090000,http://tong.visitkorea.or.kr/cms/resource/07/1371507_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/07/1371507_image3_1.jpg,Type3,127.0033243330,37.5658881006,6,20231215162136,24,02-2265-6131,뉴천지호텔,04561
경상남도 통영시 욕지면 욕지일주로 1148-78,,36,,B02,B0201,B02010700,2575575,32,20181210182419,,,,128.2451267366,34.6242703571,6,20230610083854,17,010-5413-2910,느티나무 펜션,53100
제주특별자치도 제주시 원노형5길 22,(노형동),39,,B02,B0201,B02010900,824811,32,20091022191351,http://tong.visitkorea.or.kr/cms/resource/23/824923_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/23/824923_image3_1.jpg,Type3,126.4832158111,33.4875921660,,20230214110654,4,010-9264-4831,늘송파크텔[한국관광 품질인증/Korea Quality],63081
경상북도 경주시 감포읍 감포로2길 47,,35,,B02,B0201,B02010900,136646,32,20030514090000,,,,129.5014406583,35.8018002380,6,20230605151700,2,0505-356-9656,늘시원펜션,38125
강원특별자치도 철원군 동송읍 태봉로 1831-16,,32,,B02,B0201,B02010700,563322,32,20080523200224,http://tong.visitkorea.or.kr/cms/resource/75/1843175_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/75/1843175_image3_1.jpg,Type3,127.2868359485,38.1882151606,6,20230921172527,12,033-455-9009,늘푸른 펜션,24023
경상남도 통영시 용남면 장평신촌1길 215-96,,36,,B02,B0201,B02010700,2575597,32,20181210185031,,,,128.4673229751,34.8788458637,6,20230117135044,17,"055-647-0536 , 010-3781-9911",늘푸른펜션,53024
서울특별시 중구 퇴계로20나길 2-15,(남산동2가),1,,B02,B0201,B02011100,2570238,32,20181127202600,http://tong.visitkorea.or.kr/cms/resource/79/2568079_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/79/2568079_image2_1.jpg,Type3,126.9852928439,37.5587830470,,20191011203445,24,"02-456-2338, 02-753-8080",능마루게스트하우스(Nungmaru Guesthouse),04631
전라북도 전주시 완산구 팔달로 202-14,(경원동3가),37,,B02,B0201,B02011100,2569116,32,20181123023113,http://tong.visitkorea.or.kr/cms/resource/49/2566949_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/49/2566949_image2_1.jpg,Type3,127.1468589489,35.8204274628,,20200423235143,12,010-7657-0909,니어리스트(니어리스트 게스트하우스),55000
서울특별시 마포구 양화로15안길 7,(서교동),1,,B02,B0201,B02011100,2700281,32,20201221230802,,,,126.9190017894,37.5543268216,,20201221230802,13,,니트하우스,04031
강원특별자치도 화천군 평화로 167 다가가다한옥,,32,,B02,B0201,B02010700,2531375,32,20180112231213,http://tong.visitkorea.or.kr/cms/resource/44/2592444_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/44/2592444_image2_1.jpg,Type3,127.7257151829,38.0967673294,6,20230702113207,17,010-5122-1488,다가가다한옥[한국관광 품질인증/Korea Quality],24132
전라북도 전주시 완산구 향교길 11,(전동),37,,B02,B0201,B02011100,2571938,32,20181130223123,http://tong.visitkorea.or.kr/cms/resource/42/2570942_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/42/2570942_image2_1.jpg,Type3,127.1502588720,35.8117868380,,20200423235546,12,010-6643-3115,다나하루(다나하루 게스트하우스),55044
울산광역시 울주군 거리지곡2길 8,,7,,B02,B0201,B02011600,2994636,32,20230719151758,http://tong.visitkorea.or.kr/cms/resource/45/2994645_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/45/2994645_image3_1.jpg,Type3,129.0598575408,35.5883742852,6,20230816212416,5,,다담한옥,44907
전라북도 전주시 완산구 경기전길 57-6,,37,,B02,B0201,B02011600,2607765,32,20190624185158,http://tong.visitkorea.or.kr/cms/resource/84/2918484_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/84/2918484_image3_1.jpg,Type3,127.1509531207,35.8169084893,,20221227175011,12,010-8774-1963,다락,55042
제주특별자치도 제주시 조천읍 함덕14길 20-2,,39,,B02,B0201,B02011000,2801985,32,20211221004743,,,,126.6653098892,33.5406392026,6,20230404162840,4,,다람쥐민박,63333
전라북도 전주시 완산구 은행로 51-3,(풍남동3가),37,,B02,B0201,B02011600,2609838,32,20190705222720,,,,127.1529196463,35.8156225594,,20200326022207,12,010-5119-2659,다래헌,55041
경상북도 포항시 남구 호미곶면 관암일출길 29,,35,,B02,B0201,B02010700,2570683,32,20181129002420,http://tong.visitkorea.or.kr/cms/resource/74/2568774_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/74/2568774_image2_1.jpg,Type3,129.5770045806,36.0519317884,,20200423235846,23,010-7456-8552,다모디(다모디펜션),37929
강원특별자치도 강릉시 헌화로 920-40,,32,,B02,B0201,B02010900,1470072,32,20111202210029,http://tong.visitkorea.or.kr/cms/resource/55/2992955_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/55/2992955_image3_1.jpg,Type1,129.0419780047,37.6829822412,6,20230901105035,1,010-9079-5043,다빈치모텔[한국관광 품질인증/Korea Quality],25631
서울특별시 강서구 송정로 70,(공항동) 53-15,1,,B02,B0201,B02011100,2608491,32,20190629004836,,,,126.8099920982,37.5610157646,,20200212015402,4,010-6821-5028,다산하우스,07623
경상남도 통영시 한산면 소매물도길 25,,36,,B02,B0201,B02010700,2575688,32,20181210195542,,,,128.5491446464,34.6288002471,6,20220916152823,17,"055-642-2916 , 010-4858-2915",다솔펜트하우스,53097
광주광역시 광산구 내상로51번길 27,(송정동),5,,B02,B0201,B02011600,2528122,32,20180104004753,http://tong.visitkorea.or.kr/cms/resource/80/2992980_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/80/2992980_image3_1.jpg,Type1,126.7976628846,35.1389709668,6,20230901111814,1,070-8830-7700,다솜채,62431
전라북도 무주군 설천면 구천동1로 149,,37,,B02,B0201,B02010700,2652800,32,20200417004657,http://tong.visitkorea.or.kr/cms/resource/10/3021710_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/10/3021710_image3_1.jpg,Type1,127.7752121438,35.8993934347,,20231030140214,5,010-3925-7346,다숲펜션[한국관광 품질인증/Korea Quality],55557
경상남도 통영시 산양읍 풍화일주로 486,,36,,B02,B0201,B02010700,2575699,32,20181210201742,,,,128.3500290328,34.8257719279,,20221226100423,17,010-4876-7411,다오레펜션,53080
경상북도 안동시 풍천면 하회남촌길 53-20,,35,,B02,B0201,B02011000,2695737,32,20201210035528,,,,128.5186450663,36.5370871629,,20201228202323,11,,다온민박,36760
전라남도 순천시 금곡길 60,다올재,38,,B02,B0201,B02011600,2932973,32,20221215105228,,,,127.4806934163,34.9550838683,6,20221222144739,11,061-752-3532,다올재,57941
강원특별자치도 강릉시 강동면 정동등명길 43,,32,,B02,B0201,B02010100,1037300,32,20100604010116,http://tong.visitkorea.or.kr/cms/resource/17/2574517_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/17/2574517_image3_1.jpg,Type3,129.0148492225,37.7044625619,6,20230702111631,1,033-644-1771,다우리조텔[한국관광 품질인증/Korea Quality],25631
경상북도 안동시 장터중앙길 66,,35,,B02,B0201,B02010900,2706691,32,20210220014710,http://tong.visitkorea.or.kr/cms/resource/01/2709201_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/01/2709201_image3_1.jpg,Type3,128.5698198362,36.5800804335,6,20230413071547,11,054-858-9100,다우모텔,36621
전라남도 여수시 교동남1길 6-3,,38,,B02,B0201,B02010900,1144770,32,20101210233727,http://tong.visitkorea.or.kr/cms/resource/64/1151064_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/64/1151064_image3_1.jpg,Type3,127.7333017539,34.7396735106,6,20230919180706,13,061-663-3347,다이아모텔,59735
제주특별자치도 제주시 애월읍 애월해안로 400-9,,39,,B02,B0201,B02010700,660876,32,20081202233412,http://tong.visitkorea.or.kr/cms/resource/77/666077_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/77/666077_image3_1.jpg,Type3,126.3512637615,33.4714751921,6,20230911170741,4,064-799-2600,다인리조트,63046
경상남도 양산시 원동면 청수골길 14,,36,,B02,B0201,B02010700,139905,32,20070809090000,http://tong.visitkorea.or.kr/cms/resource/16/220216_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/16/220216_image3_1.jpg,Type3,129.0081694902,35.5211531119,6,20231213132026,10,055-363-2053,다인빌펜션,50500
제주특별자치도 제주시 애월해안로 394,,39,,B02,B0201,B02010100,2918447,32,20221027143736,http://tong.visitkorea.or.kr/cms/resource/75/2877375_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/75/2877375_image3_1.jpg,Type3,126.3504804724,33.4725306183,6,20221124171447,4,,다인오세아노 호텔,63046
강원특별자치도 홍천군 서면 한서로 1466,,32,,B02,B0201,B02010700,2623576,32,20191009000933,,,,127.6317928243,37.6396215430,,20230702182821,16,010-5350-9603,다인펜션,25103
강원특별자치도 평창군 봉평면 진조길 104-41,(진조리),32,,B02,B0201,B02010700,2760320,32,20211021020239,http://tong.visitkorea.or.kr/cms/resource/30/2767330_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/30/2767330_image2_1.jpg,Type3,128.3408782034,37.5606411971,6,20231102103503,15,,다차펜션,25308
전라남도 강진군 도암면 다산초당1길 7-5,,38,,B02,B0201,B02011600,1870767,32,20131213012944,http://tong.visitkorea.or.kr/cms/resource/43/2575743_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/43/2575743_image3_1.jpg,Type3,126.7489142648,34.5788998620,6,20230413115558,1,061-432-0360,다향소축[한국관광 품질인증/Korea Quality],59248
경상남도 통영시 용남면 용남해안로 364,,36,,B02,B0201,B02010700,591320,32,20080721234041,http://tong.visitkorea.or.kr/cms/resource/67/1899767_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/67/1899767_image3_1.jpg,Type3,128.4514802185,34.8671663312,6,20230824112016,17,010-3566-9361,다향펜션,53028
전라북도 군산시 구영7길 101,(영화동),37,,B02,B0201,B02011100,2569427,32,20181124020438,,,,126.7112045689,35.9880203028,,20221227131928,2,010-9725-8810,다호,54021
전라북도 전주시 완산구 한지길 99,,37,,B02,B0201,B02011100,2593270,32,20190325225808,http://tong.visitkorea.or.kr/cms/resource/06/2999006_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/06/2999006_image3_1.jpg,Type1,127.1540139865,35.8158697723,6,20230905185823,12,010-5304-4380,단경,55041
충청북도 단양군 단양읍 삼봉로 31,,33,,B02,B0201,B02010100,142985,32,20031219090000,http://tong.visitkorea.or.kr/cms/resource/37/1595337_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/37/1595337_image3_1.jpg,Type3,128.3481446390,36.9820885696,6,20231207145200,2,043-423-7070,단양관광호텔,27013
충청북도 단양군 가곡면 가대1길 55,,33,,B02,B0201,B02010700,2571935,32,20181130222234,http://tong.visitkorea.or.kr/cms/resource/11/2570911_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/11/2570911_image2_1.jpg,Type3,128.4094123770,37.0428882901,,20221226114553,2,010-3789-7322,단양추억펜션,27021
충청북도 단양군 단성면 북상하리길 103-10,,33,,B02,B0201,B02011600,2594513,32,20190402225905,http://tong.visitkorea.or.kr/cms/resource/61/3021661_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/61/3021661_image3_1.jpg,Type1,128.3352223243,36.9295138086,,20231027155412,2,010-7230-5415,단촌서원고택,27027
전라북도 군산시 구영3길 21-2,(월명동 12-10),37,,B02,B0201,B02011100,2569431,32,20181124021008,,,,126.7071716489,35.9859843550,6,20221104162811,2,010-9548-3383,달,54022
전라북도 군산시 구영3길 21-2,(월명동),37,,B02,B0201,B02011100,2652937,32,20200417234010,http://tong.visitkorea.or.kr/cms/resource/35/2652935_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/35/2652935_image2_1.jpg,Type3,126.7071910901,35.9860399047,,20230223133547,2,010-9548-3383,달[한국관광 품질인증/Korea Quality],54022
경상남도 진주시 대평면 호반로 405,,36,,B02,B0201,B02010700,1365261,32,20110818010440,,,,127.9912127660,35.1596670017,6,20230912171530,13,010-9430-6566,달강,52643
경상남도 통영시 용남면 장문로 234-17,,36,,B02,B0201,B02010700,2575716,32,20181210203759,,,,128.4349090895,34.8804756565,,20231109142257,17,,달비채별비채펜션,53026
강원특별자치도 정선군 사북읍 말고개길 90-11,,32,,B02,B0201,B02010700,899292,32,20091216185600,http://tong.visitkorea.or.kr/cms/resource/46/1843146_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/46/1843146_image3_1.jpg,Type3,128.8209614100,37.2379514690,6,20230702184404,11,033-592-9694,달빛마을,26149
전라남도 강진군 성전면 달빛한옥길 49,,38,,B02,B0201,B02010100,2697421,32,20201212020744,,,,126.7179158487,34.7405256433,,20230610090538,1,,달빛미소,59200
전라남도 강진군 달빛한옥길 49,,38,,B02,B0201,B02011600,2706641,32,20210219230029,http://tong.visitkorea.or.kr/cms/resource/51/2706151_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/51/2706151_image3_1.jpg,Type3,126.7179269590,34.7405200884,6,20230223143123,1,010-7749-0887,달빛미소,59200
경상남도 고성군 하이면 자란만로 767-17,,36,,B02,B0201,B02010700,2579611,32,20181218220615,,,,128.1606821207,34.9145530722,6,20231024171255,3,055-832-1747,달빛의 속삭임,52963
경기도 양평군 강상면 세월길147번길 201,,31,,B02,B0201,B02010700,397919,32,20080119032046,http://tong.visitkorea.or.kr/cms/resource/87/1958587_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/87/1958587_image3_1.jpg,Type3,127.4989438570,37.4448527949,6,20230906161921,19,031-773-8818,달빛이머무는집,12573
전라남도 강진군 달빛한옥길 5,,38,,B02,B0201,B02011600,2701356,32,20201225000434,http://tong.visitkorea.or.kr/cms/resource/65/2808465_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/65/2808465_image2_1.png,Type3,126.7170159613,34.7391480054,6,20230530131701,1,010-4140-4884,달빛한옥 수류화개[한국관광 품질인증/Korea Quality],59200
전라남도 강진군 달빛한옥길 32,,38,,B02,B0201,B02011600,2570339,32,20181127234104,http://tong.visitkorea.or.kr/cms/resource/40/2991340_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/40/2991340_image3_1.jpg,Type1,126.7189990939,34.7402229174,6,20230831165656,1,010-2038-7755,달빛한옥체험 별유풍경[한국관광 품질인증/Korea Quality],59200
경상남도 통영시 산양읍 중화윗길 43-5,,36,,B02,B0201,B02010700,2575779,32,20181210223119,,,,128.3931068175,34.7883046614,6,20231018162926,17,055-643-6619,달아펜션,53087
경상남도 합천군 가야면 치인1길 13-31,,36,,B02,B0201,B02011600,2595847,32,20190409194700,http://tong.visitkorea.or.kr/cms/resource/43/2631943_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/43/2631943_image3_1.jpg,Type3,128.0873319214,35.7900725493,,20230413024240,21,055-934-0107,달의 정원,50200
전라북도 남원시 산내면 산내원천길 71,,37,,B02,B0201,B02011600,2751703,32,20210930022522,,,,127.6166029530,35.4139789594,,20211117201224,4,,달팽이,55804
서울특별시 종로구 북촌로9길 16-2,(가회동),1,,B02,B0201,B02011600,1870779,32,20131213020234,http://tong.visitkorea.or.kr/cms/resource/20/2684320_image2_1.jpeg,http://tong.visitkorea.or.kr/cms/resource/20/2684320_image3_1.jpeg,Type3,126.9842978496,37.5813970676,6,20230922132648,23,010-3749-9550,담소정[한국관광 품질인증/Korea Quality],03055
제주특별자치도 서귀포시 이어도로343번길 63,,39,,B02,B0201,B02010700,719643,32,20090413233924,http://tong.visitkorea.or.kr/cms/resource/84/1341384_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/84/1341384_image3_1.jpg,Type3,126.4515573305,33.2458850471,6,20230523182346,3,064-739-6617,담앤루리조트,63543
전라남도 담양군 금성면 금성산성길 202,,38,,A02,A0202,A02020200,137891,32,20040712090000,http://tong.visitkorea.or.kr/cms/resource/37/1338137_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/37/1338137_image3_1.jpg,Type3,127.0243815575,35.3655464134,6,20231016173922,7,061-380-5000,담양리조트,57301
전라남도 담양군 담순로 415,,38,,B02,B0201,B02010700,3006610,32,20230901114810,http://tong.visitkorea.or.kr/cms/resource/89/3006589_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/89/3006589_image3_1.jpg,Type3,127.0535043746,35.3499736731,6,20230905190406,7,,담양파라다이스,57352
전라남도 담양군 용면 추월산로 1229,,38,,B02,B0201,B02010700,1957419,32,20141017221605,http://tong.visitkorea.or.kr/cms/resource/76/1957376_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/76/1957376_image2_1.jpg,Type3,126.9925718429,35.4213923252,6,20221229172633,7,010-6606-8855,담양펜션스테이,57300
경상북도 안동시 하회종가길 76-3,,35,,B02,B0201,B02010700,2990800,32,20230616164053,,,,128.5161813497,36.5387147089,6,20230818133515,11,,담연재,36760
충청남도 당진시 송악읍 반촌로 192,,34,,B02,B0201,B02010100,1937446,32,20140728192228,,,,126.7014201395,36.9020874156,6,20230920172354,4,041-356-5757,당진호텔,31733
경상남도 고성군 회화면 당항만로 1116,,36,,B02,B0201,B02010700,2708664,32,20210310004218,http://tong.visitkorea.or.kr/cms/resource/16/3017016_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/16/3017016_image3_1.jpg,Type1,128.3986687125,35.0563858594,,20231025104338,3,055-670-4507,당항포관광지 펜션,52915
강원특별자치도 평창군 대관령면 꽃밭양지길 372,,32,,B02,B0201,B02010700,1706525,32,20120904182508,,,,128.7133764372,37.7021319690,6,20231010171630,15,033-335-0830,대관령 품안에펜션,25341
강원특별자치도 평창군 대관령면 가시머리길 52-23,,32,,B02,B0201,B02010700,2761405,32,20211022234559,http://tong.visitkorea.or.kr/cms/resource/93/2767593_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/93/2767593_image2_1.jpg,Type3,128.7441157181,37.6895617946,6,20230702110852,15,,대관령800마을,25342
강원특별자치도 평창군 대관령면 차항길 192-77,(차항리),32,,B02,B0201,B02010700,2761650,32,20211025222308,http://tong.visitkorea.or.kr/cms/resource/57/2764557_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/57/2764557_image2_1.jpg,Type3,128.6943556966,37.7097473866,6,20231026213147,15,,대관령그린필드펜션,25340
강원특별자치도 평창군 대관령면 올림픽로 1012,(용산리),32,,B02,B0201,B02010700,2761378,32,20211022225121,http://tong.visitkorea.or.kr/cms/resource/81/2764681_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/81/2764681_image2_1.jpg,Type3,128.6536978883,37.6305779804,6,20231109113533,15,,대관령로뎀나무,25352
강원특별자치도 평창군 대관령면 송전1길 32,,32,,B02,B0201,B02010700,2761649,32,20211025221637,http://tong.visitkorea.or.kr/cms/resource/71/2764971_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/71/2764971_image2_1.jpg,Type3,128.7126082279,37.6640141399,6,20231102133517,15,,대관령아름다운펜션,25342
강원특별자치도 평창군 대관령면 송전1길 81-8,(횡계리),32,,B02,B0201,B02010700,2761023,32,20211022023148,http://tong.visitkorea.or.kr/cms/resource/51/2765151_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/51/2765151_image2_1.jpg,Type3,128.7111750118,37.6644057335,6,20230702184800,15,,대관령에델바이스펜션,25342
강원특별자치도 강릉시 성산면 대관령옛길 127,,32,,B02,B0201,B02011000,2626903,32,20191018183005,,,,128.7968436459,37.7109075699,,20230702185038,1,010-8787-6804,대관령옛길돔하우스,25443
강원특별자치도 평창군 대관령면 경강로 5425-12,,32,,B02,B0201,B02010700,2800978,32,20211216235126,http://tong.visitkorea.or.kr/cms/resource/33/2800933_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/33/2800933_image2_1.JPG,Type3,128.7234706665,37.6794403440,6,20230702183658,15,,대관령옛길펜션-바이올렛,25341
강원특별자치도 평창군 대관령면 경강로 5425-12,,32,,B02,B0201,B02010700,2800979,32,20211216235126,http://tong.visitkorea.or.kr/cms/resource/42/2800942_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/42/2800942_image2_1.JPG,Type3,128.7234706665,37.6794403440,6,20230702183918,15,,대관령옛길펜션-화이트,25341
강원특별자치도 평창군 대관령면 가시머리길 52-7,(횡계리),32,,B02,B0201,B02010700,2761180,32,20211022185933,http://tong.visitkorea.or.kr/cms/resource/65/2767965_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/65/2767965_image2_1.jpg,Type3,128.7428963891,37.6893867912,6,20231103171120,15,,대관령하우스,25342
대구광역시 동구 동부로26길 6,,4,,B02,B0201,B02010100,2721572,32,20210616234933,http://tong.visitkorea.or.kr/cms/resource/53/2721553_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/53/2721553_image2_1.jpg,Type3,128.6276707967,35.8753644169,6,20230612171753,4,,대구 메리어트 호텔,41243
대구광역시 수성구 동대구로 305,,4,,B02,B0201,B02010100,142884,32,20031223090000,http://tong.visitkorea.or.kr/cms/resource/45/1345945_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/45/1345945_image3_1.jpg,Type3,128.6251881746,35.8576997042,6,20221227153052,7,053-742-0001,대구그랜드호텔,42117
강원특별자치도 속초시 부월1길 38,,32,,B02,B0201,B02010900,137326,32,20030730090000,http://tong.visitkorea.or.kr/cms/resource/42/709642_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/42/709642_image3_1.jpg,Type3,128.5955053642,38.1895175764,6,20230702112528,5,033-633-1988,대궐파크,24892
전라남도 장흥군 장흥읍 내평길 14,,38,,B02,B0201,B02011600,2667710,32,20200819020353,,,,126.9162724795,34.6642875076,,20200819020353,20,,대나무집(장흥 대나무집 민박),59337
충청남도 논산시 벌곡면 수락계곡2길 63-3,,34,,B02,B0201,B02010700,138234,32,20040904090000,,,,127.3012390996,36.1555003091,6,20230613135929,3,010-7243-1000,대둔산 수락계곡 잉스힐,33028
강원특별자치도 철원군 서면 와수로181번길 15,,32,,B02,B0201,B02010900,626378,32,20080919222011,http://tong.visitkorea.or.kr/cms/resource/77/597677_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/77/597677_image3_1.jpg,Type3,127.4381205474,38.2397147156,6,20231116162516,12,,대명관광호텔,24059
강원특별자치도 평창군 봉평면 진조2길 281-4,,32,,B02,B0201,B02010700,2801445,32,20211217225802,http://tong.visitkorea.or.kr/cms/resource/34/2801434_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/34/2801434_image2_1.jpg,Type3,128.3165999753,37.5560773752,6,20230702111143,15,,대박이하우스,25308
경기도 안산시 단원구 공마루길 68,,31,,B02,B0201,B02010700,2530438,32,20180108234750,http://tong.visitkorea.or.kr/cms/resource/90/2530390_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/90/2530390_image2_1.jpg,Type3,126.5896489527,37.2365745437,6,20230610082922,15,1577-0616,대부도 펜션시티,15644
경기도 안산시 단원구 사근여길 5 대부도관광호텔,,31,,B02,B0201,B02010100,2861312,32,20220928095638,,,,126.5731130027,37.2855963470,6,20221208140044,15,,대부도호텔마리나,15638
전라북도 전주시 완산구 고덕산1길 30,(대성동),37,,B02,B0201,B02011600,2695742,32,20201210040942,http://tong.visitkorea.or.kr/cms/resource/90/3022090_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/90/3022090_image3_1.jpg,Type1,127.1783262132,35.7967584787,6,20231106150048,12,010-8753-3413,대성 정담한옥[한국관광 품질인증/Korea Quality],55116
경상남도 통영시 욕지면 욕지일주로 632-87,,36,,B02,B0201,B02010700,2575845,32,20181210231320,,,,128.2393765767,34.6498285143,,20221226104331,17,010-8939-6441,대송펜션,53100
전라북도 완주군 보검길 18-4,,37,,B02,B0201,B02011600,2047895,32,20151210011219,http://tong.visitkorea.or.kr/cms/resource/25/2047925_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/25/2047925_image2_1.jpg,Type3,127.2941671834,35.8540512032,6,20230412224100,8,063-242-1001,대승한지마을한옥전통문화체험관[한국관광 품질인증/Korea Quality],55346
서울특별시 중구 세종대로14길 22-2,(북창동),1,,B02,B0201,B02010900,2593577,32,20190327203023,http://tong.visitkorea.or.kr/cms/resource/78/2594578_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/78/2594578_image2_1.JPG,Type3,126.9778489655,37.5627574515,,20230313095127,24,02-755-8067,대우모텔[한국관광 품질인증/Korea Quality],04526
대전광역시 유성구 계룡로 127 라마다호텔,,3,,B02,B0201,B02010100,2913368,32,20221121133038,http://tong.visitkorea.or.kr/cms/resource/65/2913365_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/65/2913365_image3_1.jpg,Type3,127.3447160004,36.3532395885,6,20221229112738,4,,대전라마다호텔,34187
충청남도 보령시 고잠2길 16-10,(신흑동),34,,B02,B0201,B02010700,2668163,32,20200820192641,,,,126.5163053052,36.3117882540,,20230610090440,5,,대천놀러와펜션,33488
충청남도 보령시 고잠1길 38,,34,,B02,B0201,B02010900,2770515,32,20211109185650,http://tong.visitkorea.or.kr/cms/resource/06/2772106_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/06/2772106_image2_1.jpg,Type3,126.5152942843,36.3118132339,6,20230426144407,5,,대천리조텔,33488
강원특별자치도 속초시 설악산로836번길 17,,32,,B02,B0201,B02010900,2042125,32,20151120233948,http://tong.visitkorea.or.kr/cms/resource/11/2042111_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/11/2042111_image2_1.JPG,Type3,128.5164548310,38.1696183575,6,20230702184822,5,033-636-8232,더 레드 하우스,24903
충청북도 청주시 흥덕구 가로수로1164번길 41-34,,33,,B02,B0201,B02010100,2905374,32,20221110171348,http://tong.visitkorea.or.kr/cms/resource/56/2905356_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/56/2905356_image3_1.jpg,Type3,127.4286732595,36.6256848648,6,20221229112830,10,,더 마크 호텔,28377
제주특별자치도 서귀포시 법환상로2번길 97-17,(법환동),39,,B02,B0201,B02010100,2531355,32,20180112192035,http://tong.visitkorea.or.kr/cms/resource/84/2529184_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/84/2529184_image3_1.jpg,Type3,126.5120659485,33.2470053246,6,20230412142519,3,064-739-9966,더 세리 호스텔,63572
